Symbol,Index,Industry,Sector,Country or region of registration,Description
SLB,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, PHLX Oil Service Sector, S&P 500 ESG",Contract drilling,Industrial services,United States,SLB Limited
SLG,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Real estate investment trusts,Finance,United States,SL Green Realty Corp.
SLGN,"S&P MidCap 400, Russell 3000, Russell 1000",Containers/Packaging,Process industries,United States,Silgan Holdings Inc.
SLQT,"Russell 2000, Russell 3000, Mini-Russell 2000",Multi-line insurance,Finance,United States,"SelectQuote, Inc."
SLVM,"Russell 2000, Russell 3000, Mini-Russell 2000",Pulp & paper,Process industries,United States,Sylvamo Corporation
SM,"Russell 2000, Russell 3000, Mini-Russell 2000",Oil & gas production,Energy minerals,United States,SM Energy Company
SMA,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Real estate investment trusts,Finance,United States,"SmartStop Self Storage REIT, Inc."
SMBK,"Russell 2000, Russell 3000, Mini-Russell 2000",Regional banks,Finance,United States,"SmartFinancial, Inc."
SMC,"Russell 2000, Mini-Russell 2000",Oil & gas pipelines,Industrial services,United States,Summit Midstream Corporation
SMG,"S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Russell 1000",Chemicals: agricultural,Process industries,United States,Scotts Miracle-Gro Company (The)
SMHI,"Russell 2000, Mini-Russell 2000",Other transportation,Transportation,United States,SEACOR Marine Holdings Inc.
SMP,"Russell 2000, Russell 3000, Mini-Russell 2000",Automotive aftermarket,Consumer durables,United States,"Standard Motor Products, Inc."
SMR,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Electrical products,Producer manufacturing,United States,NuScale Power Corporation
SMRT,,Computer communications,Electronic technology,United States,"SmartRent, Inc."
SMWB,,Packaged software,Technology services,Israel,Similarweb Ltd.
SN,"Russell 3000, Russell 1000",Electronics/Appliances,Consumer durables,United States,"SharkNinja, Inc."
SNA,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000",Tools & hardware,Consumer durables,United States,Snap-On Incorporated
SNAP,"Nasdaq US Mid Cap Growth, NASDAQ CB Insights Metaverse US Index",Packaged software,Technology services,United States,Snap Inc.
SNDA,"Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",Medical/Nursing services,Health services,United States,"Sonida Senior Living, Inc."
SNDR,"Russell 3000, Russell 1000",Trucking,Transportation,United States,"Schneider National, Inc."
SNOW,"ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",Packaged software,Technology services,United States,Snowflake Inc.
SNV,"S&P MidCap 400, Russell 3000, Russell 1000",Regional banks,Finance,United States,Synovus Financial Corp.
SNX,"S&P MidCap 400, Russell 3000, Russell 1000",Electronics distributors,Distribution services,United States,TD SYNNEX Corporation
SO,"S&P 500, S&P 500 Utilities, S&P 100, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000, PHLX Utilities Sector",Electric utilities,Utilities,United States,Southern Company (The)
SOC,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Integrated oil,Energy minerals,United States,Sable Offshore Corp.
SOL,,Engineering & construction,Industrial services,United States,Emeren Group Ltd Sponsored ADR
SOLV,"S&P 500, S&P 500 Health Care, Russell 3000, Russell 1000",Medical/Nursing services,Health services,United States,Solventum Corporation
SON,"S&P MidCap 400, Russell 3000, Russell 1000",Containers/Packaging,Process industries,United States,Sonoco Products Company
SOR,,Investment trusts/Mutual funds,Miscellaneous,United States,Source Capital
SOS,,Internet software/Services,Technology services,China,SOS Limited
SOUL,,Financial conglomerates,Finance,United States,Soulpower Acquisition Corporation
SPB,"Russell 2000, Russell 3000, Mini-Russell 2000",Electronics/Appliances,Consumer durables,United States,"Spectrum Brands Holdings, Inc."
SPCE,Nasdaq US Small Cap Growth,Aerospace & defense,Electronic technology,United States,"Virgin Galactic Holdings, Inc."
SPE,,Investment trusts/Mutual funds,Miscellaneous,United States,"Special Opportunities Fund, Inc."
SPG,"S&P 500, S&P 500 Real Estate, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",Real estate investment trusts,Finance,United States,"Simon Property Group, Inc."
SPGI,"S&P 500, Nasdaq US Large Cap Growth, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG, KBW NASDAQ Financial Technology Index",Financial publishing/Services,Commercial services,United States,S&P Global Inc.
SPH,,Wholesale distributors,Distribution services,United States,"Suburban Propane Partners, L.P."
SPHR,"Russell 2000, Russell 3000, Mini-Russell 2000",Media conglomerates,Consumer services,United States,Sphere Entertainment Co.
SPIR,"Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",Packaged software,Technology services,United States,"Spire Global, Inc."
SPMC,,Investment trusts/Mutual funds,Miscellaneous,United States,"Sound Point Meridian Capital, Inc."
SPNT,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Property/Casualty insurance,Finance,Bermuda,SiriusPoint Ltd.
SPOT,"Russell 3000, Russell 1000",Internet software/Services,Technology services,Luxembourg,Spotify Technology S.A.
SPR,"Russell 3000, Russell 1000",Aerospace & defense,Electronic technology,United States,"Spirit Aerosystems Holdings, Inc."
SPRU,,Electric utilities,Utilities,United States,Spruce Power Holding Corporation
SPXC,"Russell 2000, Nasdaq US Mid Cap Growth, Russell 3000, Mini-Russell 2000",Building products,Producer manufacturing,United States,"SPX Technologies, Inc."
SPXX,,Investment trusts/Mutual funds,Miscellaneous,United States,Nuveen S&P 500 Dynamic Overwrite Fund of Benef Interest
SQNS,,Semiconductors,Electronic technology,France,Sequans Communications SA Sponsored ADR
SR,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Gas distributors,Utilities,United States,Spire Inc.
SRE,"S&P 500, S&P 500 Utilities, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000, S&P 500 ESG",Gas distributors,Utilities,United States,DBA Sempra
SRFM,Nasdaq US Small Cap Growth,Airlines,Transportation,United States,Surf Air Mobility Inc.
SRG,,Real estate development,Finance,United States,Seritage Growth Properties Class A
SRI,,Auto parts: OEM,Producer manufacturing,United States,"Stoneridge, Inc."
SRL,,Steel,Non-energy minerals,China,Scully Royalty Ltd.
SRV,,Investment trusts/Mutual funds,Miscellaneous,United States,NXG Cushing Midstream Energy Fund of Benef Interest
SSB,"S&P MidCap 400, Russell 3000, Russell 1000",Regional banks,Finance,United States,SouthState Bank Corporation
SSD,"S&P MidCap 400, Russell 3000, Russell 1000",Building products,Producer manufacturing,United States,"Simpson Manufacturing Company, Inc."
SST,,Packaged software,Technology services,United States,"System1, Inc."
SSTK,"Russell 2000, Russell 3000, Mini-Russell 2000",Internet software/Services,Technology services,United States,"Shutterstock, Inc."
ST,"S&P MidCap 400, Russell 3000, Russell 1000",Electronic equipment/Instruments,Electronic technology,United States,Sensata Technologies Holding plc
STAG,"S&P MidCap 400, Nasdaq US Small Cap Growth, Russell 3000, Russell 1000",Real estate investment trusts,Finance,United States,"STAG Industrial, Inc."
STC,"Russell 2000, Russell 3000, Mini-Russell 2000",Specialty insurance,Finance,United States,Stewart Information Services Corporation
STE,"S&P 500, S&P 500 Health Care, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Medical specialties,Health technology,Ireland,STERIS plc (Ireland)
STEL,"Russell 2000, Russell 3000, Mini-Russell 2000",Major banks,Finance,United States,"Stellar Bancorp, Inc."
STEM,,Electrical products,Producer manufacturing,United States,"Stem, Inc."
STEW,,Investment trusts/Mutual funds,Miscellaneous,United States,"SRH Total Return Fund, Inc."
STG,,Miscellaneous commercial services,Commercial services,China,Sunlands Technology Group Sponsored ADR Class A
STK,,Investment trusts/Mutual funds,Miscellaneous,United States,Columbia Seligman Premium Technology Growth Func Inc
STNG,"Russell 2000, Russell 3000, Mini-Russell 2000",Marine shipping,Transportation,Monaco,Scorpio Tankers Inc.
STT,"S&P 500, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Investment banks/Brokers,Finance,United States,State Street Corporation
STUB,,Internet software/Services,Technology services,United States,"StubHub Holdings, Inc."
STVN,,Medical specialties,Health technology,Italy,Stevanato Group S.p.A.
STWD,"S&P MidCap 400, Russell 3000, Russell 1000",Real estate investment trusts,Finance,United States,"Starwood Property Trust, Inc."
STZ,"S&P 500, S&P 500 Consumer Staples, Russell 3000, Russell 1000, S&P 500 ESG",Beverages: alcoholic,Consumer non-durables,United States,"Constellation Brands, Inc."
SUI,"Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Real estate investment trusts,Finance,United States,"Sun Communities, Inc."
SUN,,Wholesale distributors,Distribution services,United States,Sunoco LP
SVV,"Russell 2000, Russell 3000, Mini-Russell 2000",Specialty stores,Retail trade,United States,"Savers Value Village, Inc."
SW,"S&P 500, S&P 500 Materials, Russell 3000, Russell 1000, S&P 500 ESG",Containers/Packaging,Process industries,Ireland,Smurfit WestRock plc
SWK,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000, S&P 500 ESG",Tools & hardware,Consumer durables,United States,"Stanley Black & Decker, Inc."
SWX,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Gas distributors,Utilities,United States,"Southwest Gas Holdings, Inc."
SWZ,,Investment trusts/Mutual funds,Miscellaneous,United States,Total Return Securities Fund
SXC,"Russell 2000, Russell 3000, Mini-Russell 2000",Steel,Non-energy minerals,United States,"SunCoke Energy, Inc."
SXI,"Russell 2000, Russell 3000, Mini-Russell 2000",Electronic equipment/Instruments,Electronic technology,United States,Standex International Corporation
SXT,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Food: specialty/candy,Consumer non-durables,United States,Sensient Technologies Corporation
SYF,"S&P 500, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Finance/Rental/Leasing,Finance,United States,Synchrony Financial
SYK,"S&P 500, S&P 500 Health Care, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",Medical specialties,Health technology,United States,Stryker Corporation
SYY,"S&P 500, S&P 500 Consumer Staples, Russell 3000, Russell 1000",Food distributors,Distribution services,United States,Sysco Corporation
T,"S&P 500, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",Wireless telecommunications,Communications,United States,AT&T Inc.
TAL,NASDAQ Golden Dragon China,Miscellaneous commercial services,Commercial services,China,TAL Education Group Sponsored ADR Class A
TALO,"Russell 2000, Russell 3000, Mini-Russell 2000",Oil & gas production,Energy minerals,United States,"Talos Energy, Inc."
TAP,"S&P 500, S&P 500 Consumer Staples, Russell 3000, Russell 1000, S&P 500 ESG",Beverages: alcoholic,Consumer non-durables,United States,Molson Coors Beverage Company
TBBB,,Food retail,Retail trade,Mexico,BBB Foods Inc.
TBI,"Russell 2000, Russell 3000, Mini-Russell 2000",Personnel services,Commercial services,United States,"TrueBlue, Inc."
TBN,,Integrated oil,Energy minerals,Australia,Tamboran Resources Corporation
TCBX,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Savings banks,Finance,United States,"Third Coast Bancshares, Inc."
TCI,"Russell 2000, Mini-Russell 2000",Real estate development,Finance,United States,"Transcontinental Realty Investors, Inc."
TCPA,,Oil & gas pipelines,Industrial services,Canada,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085
TDC,"Russell 3000, Russell 1000",Packaged software,Technology services,United States,Teradata Corporation
TDF,,Investment trusts/Mutual funds,Miscellaneous,United States,Templeton Dragon Fund Inc
TDG,"S&P 500, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",Aerospace & defense,Electronic technology,United States,Transdigm Group Inc.
TDOC,"Russell 2000, Russell 3000, Mini-Russell 2000",Medical/Nursing services,Health services,United States,"Teladoc Health, Inc."
TDS,"Russell 2000, Russell 3000, Mini-Russell 2000",Wireless telecommunications,Communications,United States,"Telephone and Data Systems, Inc."
TDW,"Russell 2000, Russell 3000, Mini-Russell 2000, PHLX Oil Service Sector",Marine shipping,Transportation,United States,Tidewater Inc.
TDY,"S&P 500, S&P 500 Information Technology, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Aerospace & defense,Electronic technology,United States,Teledyne Technologies Incorporated
TE,"Russell 2000, Nasdaq US Small Cap Growth, Mini-Russell 2000",Electrical products,Producer manufacturing,United States,T1 Energy Inc.
TEAF,,Investment trusts/Mutual funds,Miscellaneous,United States,Tortoise Sustainable and Social Impact Term Fund
TECK,,Other metals/Minerals,Non-energy minerals,Canada,Teck Resources Ltd
TEI,,Investment trusts/Mutual funds,Miscellaneous,United States,Templeton Emerging Markets Income Fund
TEL,"S&P 500, S&P 500 Information Technology, S&P 500 ESG",Semiconductors,Electronic technology,Ireland,TE Connectivity plc
TEN,,Marine shipping,Transportation,Greece,Tsakos Energy Navigation Ltd
TEX,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",Trucks/Construction/Farm machinery,Producer manufacturing,United States,Terex Corporation
TFC,"S&P 500, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",Regional banks,Finance,United States,Truist Financial Corporation
TFIN,"Russell 2000, Russell 3000, Mini-Russell 2000",Savings banks,Finance,United States,"Triumph Financial, Inc."
TFSA,,Real estate investment trusts,Finance,United States,"Terra Income Fund 6, LLC 7.00% Notes due 2026"
TFX,"Russell 3000, Russell 1000",Medical specialties,Health technology,United States,Teleflex Incorporated
TG,"Russell 2000, Russell 3000, Mini-Russell 2000",Aluminum,Non-energy minerals,United States,Tredegar Corporation
TGE,,Financial conglomerates,Finance,France,The Generation Essentials Group
TGLS,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",Building products,Producer manufacturing,Colombia,Tecnoglass Inc.
TGNA,"Russell 2000, Russell 3000, Mini-Russell 2000",Broadcasting,Consumer services,United States,TEGNA Inc
TGT,"S&P 500, S&P 500 Consumer Staples, S&P 100, Russell 3000, Russell 1000, S&P 500 ESG",Specialty stores,Retail trade,United States,Target Corporation
THC,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Hospital/Nursing management,Health services,United States,Tenet Healthcare Corporation
THG,"S&P MidCap 400, Russell 3000, Russell 1000",Property/Casualty insurance,Finance,United States,Hanover Insurance Group Inc
THO,"S&P MidCap 400, Russell 3000, Russell 1000",Recreational products,Consumer durables,United States,"Thor Industries, Inc."
THQ,,Investment trusts/Mutual funds,Miscellaneous,United States,abrdn Healthcare Opportunities Fund of Benef Interest
THR,"Russell 2000, Russell 3000, Mini-Russell 2000",Electrical products,Producer manufacturing,United States,"Thermon Group Holdings, Inc."
THS,"Russell 2000, Russell 3000, Mini-Russell 2000, NASDAQ US Benchmark Food Producers",Food: specialty/candy,Consumer non-durables,United States,"Treehouse Foods, Inc."
THW,,Investment trusts/Mutual funds,Miscellaneous,United States,abrdn World Healthcare Fund of Benef Interest
TIC,"Russell 2000, Russell 3000, Mini-Russell 2000",Miscellaneous commercial services,Commercial services,United States,"TIC Solutions, Inc."
TISI,,Miscellaneous commercial services,Commercial services,United States,"Team, Inc."
TJX,"S&P 500, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000, S&P 500 ESG",Apparel/Footwear retail,Retail trade,United States,"TJX Companies, Inc. (The)"
TK,"Russell 2000, Russell 3000, Mini-Russell 2000",Marine shipping,Transportation,Bermuda,Teekay Corporation Ltd.
TKO,"S&P 500, S&P 500 Communication Services, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",Movies/Entertainment,Consumer services,United States,"TKO Group Holdings, Inc."
